preco,quartos,banheiros,area,endereco,vagas_garagem,condominio,fonte,tipo,transacao,regiao,preco_m2,data_coleta,id_unico,id_simulado
"R$ 309,024",2 quartos,2 banheiros,76 m²,"Flat em Vicente Pires, Brasília - DF - 257",2 vagas,R$ 2998,Simulação Realística v2.0,flat,venda,Vicente Pires,"R$ 4,066/m²",2025-09-27 14:13,Flat_Vicente Pires_76_309024_256,SIM_0257
"R$ 316,060",3 quartos,2 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 258",2 vagas,R$ 1724,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,160/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_316060_257,SIM_0258
"R$ 595,721",2 quartos,2 banheiros,65 m²,"Duplex em Asa Norte, Brasília - DF - 259",1 vagas,R$ 5538,Simulação Realística v2.0,duplex,venda,Asa Norte,"R$ 9,164/m²",2025-09-27 14:13,Duplex_Asa Norte_65_595721_258,SIM_0259
"R$ 876,496",3 quartos,3 banheiros,119 m²,"Apartamento em Sudoeste, Brasília - DF - 260",2 vagas,R$ 6128,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 7,365/m²",2025-09-27 14:13,Apartamento_Sudoeste_119_876496_259,SIM_0260
"R$ 506,492",2 quartos,2 banheiros,93 m²,"Flat em Vicente Pires, Brasília - DF - 261",2 vagas,R$ 4873,Simulação Realística v2.0,flat,venda,Vicente Pires,"R$ 5,446/m²",2025-09-27 14:13,Flat_Vicente Pires_93_506492_260,SIM_0261
"R$ 333,934",3 quartos,3 banheiros,80 m²,"Apartamento em Taguatinga, Brasília - DF - 262",1 vagas,R$ 2864,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,174/m²",2025-09-27 14:13,Apartamento_Taguatinga_80_333934_261,SIM_0262
"R$ 300,761",1 quartos,1 banheiros,50 m²,"Apartamento em Águas Claras, Brasília - DF - 263",1 vagas,R$ 2694,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,015/m²",2025-09-27 14:13,Apartamento_Águas Claras_50_300761_262,SIM_0263
"R$ 395,250",3 quartos,3 banheiros,103 m²,"Apartamento em Taguatinga, Brasília - DF - 264",0 vagas,R$ 3341,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,837/m²",2025-09-27 14:13,Apartamento_Taguatinga_103_395250_263,SIM_0264
"R$ 286,880",2 quartos,2 banheiros,73 m²,"Apartamento em Ceilândia, Brasília - DF - 265",2 vagas,R$ 3541,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,929/m²",2025-09-27 14:13,Apartamento_Ceilândia_73_286880_264,SIM_0265
"R$ 350,000",3 quartos,2 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 266",2 vagas,R$ 3866,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,500/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_350000_265,SIM_0266
"R$ 665,552",3 quartos,2 banheiros,94 m²,"Cobertura em Águas Claras, Brasília - DF - 267",2 vagas,R$ 6794,Simulação Realística v2.0,cobertura,venda,Águas Claras,"R$ 7,080/m²",2025-09-27 14:13,Cobertura_Águas Claras_94_665552_266,SIM_0267
"R$ 350,000",1 quartos,1 banheiros,47 m²,"Flat em Sudoeste, Brasília - DF - 268",3 vagas,R$ 2132,Simulação Realística v2.0,flat,venda,Sudoeste,"R$ 7,446/m²",2025-09-27 14:13,Flat_Sudoeste_47_350000_267,SIM_0268
"R$ 200,000",1 quartos,1 banheiros,45 m²,"Apartamento em Taguatinga, Brasília - DF - 269",2 vagas,R$ 2161,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,444/m²",2025-09-27 14:13,Apartamento_Taguatinga_45_200000_268,SIM_0269
"R$ 156,916",2 quartos,2 banheiros,57 m²,"Apartamento em Ceilândia, Brasília - DF - 270",2 vagas,R$ 2156,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 2,752/m²",2025-09-27 14:13,Apartamento_Ceilândia_57_156916_269,SIM_0270
"R$ 386,307",2 quartos,2 banheiros,78 m²,"Apartamento em Guará, Brasília - DF - 271",1 vagas,R$ 5700,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,952/m²",2025-09-27 14:13,Apartamento_Guará_78_386307_270,SIM_0271
"R$ 557,327",1 quartos,1 banheiros,71 m²,"Apartamento em Asa Sul, Brasília - DF - 272",3 vagas,R$ 3702,Simulação Realística v2.0,apartamento,venda,Asa Sul,"R$ 7,849/m²",2025-09-27 14:13,Apartamento_Asa Sul_71_557327_271,SIM_0272
"R$ 1,200,000",4 quartos,4 banheiros,121 m²,"Cobertura em Asa Norte, Brasília - DF - 273",1 vagas,R$ 7868,Simulação Realística v2.0,cobertura,venda,Asa Norte,"R$ 9,917/m²",2025-09-27 14:13,Cobertura_Asa Norte_121_1200000_272,SIM_0273
"R$ 312,537",2 quartos,2 banheiros,65 m²,"Apartamento em Águas Claras, Brasília - DF - 274",1 vagas,R$ 3668,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,808/m²",2025-09-27 14:13,Apartamento_Águas Claras_65_312537_273,SIM_0274
"R$ 515,088",3 quartos,3 banheiros,83 m²,"Apartamento em Sudoeste, Brasília - DF - 275",2 vagas,R$ 4489,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 6,205/m²",2025-09-27 14:13,Apartamento_Sudoeste_83_515088_274,SIM_0275
"R$ 171,888",2 quartos,2 banheiros,50 m²,"Cobertura em Ceilândia, Brasília - DF - 276",0 vagas,R$ 2561,Simulação Realística v2.0,cobertura,venda,Ceilândia,"R$ 3,437/m²",2025-09-27 14:13,Cobertura_Ceilândia_50_171888_275,SIM_0276
"R$ 241,244",2 quartos,2 banheiros,66 m²,"Apartamento em Ceilândia, Brasília - DF - 277",2 vagas,R$ 3372,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,655/m²",2025-09-27 14:13,Apartamento_Ceilândia_66_241244_276,SIM_0277
"R$ 473,113",2 quartos,2 banheiros,76 m²,"Apartamento em Vicente Pires, Brasília - DF - 278",0 vagas,R$ 5359,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 6,225/m²",2025-09-27 14:13,Apartamento_Vicente Pires_76_473113_277,SIM_0278
"R$ 302,793",3 quartos,3 banheiros,107 m²,"Flat em Taguatinga, Brasília - DF - 279",2 vagas,R$ 1596,Simulação Realística v2.0,flat,venda,Taguatinga,"R$ 2,829/m²",2025-09-27 14:13,Flat_Taguatinga_107_302793_278,SIM_0279
"R$ 443,146",4 quartos,4 banheiros,120 m²,"Apartamento em Taguatinga, Brasília - DF - 280",0 vagas,R$ 3514,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,692/m²",2025-09-27 14:13,Apartamento_Taguatinga_120_443146_279,SIM_0280
"R$ 400,000",1 quartos,1 banheiros,45 m²,"Studio em Asa Norte, Brasília - DF - 281",2 vagas,R$ 4825,Simulação Realística v2.0,studio,venda,Asa Norte,"R$ 8,888/m²",2025-09-27 14:13,Studio_Asa Norte_45_400000_280,SIM_0281
"R$ 868,913",3 quartos,3 banheiros,103 m²,"Apartamento em Asa Sul, Brasília - DF - 282",3 vagas,R$ 12289,Simulação Realística v2.0,apartamento,venda,Asa Sul,"R$ 8,436/m²",2025-09-27 14:13,Apartamento_Asa Sul_103_868913_281,SIM_0282
"R$ 287,439",3 quartos,2 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 283",3 vagas,R$ 3453,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 2,874/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_287439_282,SIM_0283
"R$ 261,975",3 quartos,3 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 284",3 vagas,R$ 1974,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 2,619/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_261975_283,SIM_0284
"R$ 483,605",4 quartos,4 banheiros,110 m²,"Apartamento em Taguatinga, Brasília - DF - 285",1 vagas,R$ 6553,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,396/m²",2025-09-27 14:13,Apartamento_Taguatinga_110_483605_284,SIM_0285
"R$ 551,839",3 quartos,3 banheiros,109 m²,"Apartamento em Águas Claras, Brasília - DF - 286",0 vagas,R$ 5537,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,062/m²",2025-09-27 14:13,Apartamento_Águas Claras_109_551839_285,SIM_0286
"R$ 502,617",1 quartos,1 banheiros,68 m²,"Studio em Asa Sul, Brasília - DF - 287",1 vagas,R$ 5107,Simulação Realística v2.0,studio,venda,Asa Sul,"R$ 7,391/m²",2025-09-27 14:13,Studio_Asa Sul_68_502617_286,SIM_0287
"R$ 317,154",3 quartos,2 banheiros,81 m²,"Apartamento em Taguatinga, Brasília - DF - 288",2 vagas,R$ 4697,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,915/m²",2025-09-27 14:13,Apartamento_Taguatinga_81_317154_287,SIM_0288
"R$ 272,905",2 quartos,2 banheiros,62 m²,"Apartamento em Taguatinga, Brasília - DF - 289",1 vagas,R$ 3929,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,401/m²",2025-09-27 14:13,Apartamento_Taguatinga_62_272905_288,SIM_0289
"R$ 800,000",5 quartos,4 banheiros,140 m²,"Cobertura em Águas Claras, Brasília - DF - 290",1 vagas,R$ 5020,Simulação Realística v2.0,cobertura,venda,Águas Claras,"R$ 5,714/m²",2025-09-27 14:13,Cobertura_Águas Claras_140_800000_289,SIM_0290
"R$ 857,562",3 quartos,2 banheiros,118 m²,"Apartamento em Asa Norte, Brasília - DF - 291",1 vagas,R$ 8150,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 7,267/m²",2025-09-27 14:13,Apartamento_Asa Norte_118_857562_290,SIM_0291
"R$ 350,000",4 quartos,4 banheiros,100 m²,"Cobertura em Ceilândia, Brasília - DF - 292",1 vagas,R$ 3436,Simulação Realística v2.0,cobertura,venda,Ceilândia,"R$ 3,500/m²",2025-09-27 14:13,Cobertura_Ceilândia_100_350000_291,SIM_0292
"R$ 398,474",3 quartos,3 banheiros,101 m²,"Apartamento em Taguatinga, Brasília - DF - 293",2 vagas,R$ 4016,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,945/m²",2025-09-27 14:13,Apartamento_Taguatinga_101_398474_292,SIM_0293
"R$ 200,000",1 quartos,1 banheiros,45 m²,"Studio em Taguatinga, Brasília - DF - 294",1 vagas,R$ 1680,Simulação Realística v2.0,studio,venda,Taguatinga,"R$ 4,444/m²",2025-09-27 14:13,Studio_Taguatinga_45_200000_293,SIM_0294
"R$ 494,215",2 quartos,2 banheiros,79 m²,"Duplex em Asa Norte, Brasília - DF - 295",2 vagas,R$ 4230,Simulação Realística v2.0,duplex,venda,Asa Norte,"R$ 6,255/m²",2025-09-27 14:13,Duplex_Asa Norte_79_494215_294,SIM_0295
"R$ 300,000",2 quartos,2 banheiros,61 m²,"Studio em Águas Claras, Brasília - DF - 296",1 vagas,R$ 1997,Simulação Realística v2.0,studio,venda,Águas Claras,"R$ 4,918/m²",2025-09-27 14:13,Studio_Águas Claras_61_300000_295,SIM_0296
"R$ 731,707",3 quartos,3 banheiros,118 m²,"Apartamento em Asa Sul, Brasília - DF - 297",1 vagas,R$ 3871,Simulação Realística v2.0,apartamento,venda,Asa Sul,"R$ 6,200/m²",2025-09-27 14:13,Apartamento_Asa Sul_118_731707_296,SIM_0297
"R$ 600,000",5 quartos,4 banheiros,130 m²,"Cobertura em Guará, Brasília - DF - 298",1 vagas,R$ 3947,Simulação Realística v2.0,cobertura,venda,Guará,"R$ 4,615/m²",2025-09-27 14:13,Cobertura_Guará_130_600000_297,SIM_0298
"R$ 436,486",2 quartos,1 banheiros,73 m²,"Cobertura em Taguatinga, Brasília - DF - 299",1 vagas,R$ 5137,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 5,979/m²",2025-09-27 14:13,Cobertura_Taguatinga_73_436486_298,SIM_0299
"R$ 641,263",3 quartos,3 banheiros,121 m²,"Apartamento em Vicente Pires, Brasília - DF - 300",2 vagas,R$ 4315,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,299/m²",2025-09-27 14:13,Apartamento_Vicente Pires_121_641263_299,SIM_0300
"R$ 387,981",2 quartos,2 banheiros,82 m²,"Studio em Sudoeste, Brasília - DF - 301",3 vagas,R$ 4325,Simulação Realística v2.0,studio,venda,Sudoeste,"R$ 4,731/m²",2025-09-27 14:13,Studio_Sudoeste_82_387981_300,SIM_0301
"R$ 312,359",3 quartos,3 banheiros,77 m²,"Apartamento em Ceilândia, Brasília - DF - 302",2 vagas,R$ 1793,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 4,056/m²",2025-09-27 14:13,Apartamento_Ceilândia_77_312359_301,SIM_0302
"R$ 200,000",2 quartos,1 banheiros,60 m²,"Apartamento em Taguatinga, Brasília - DF - 303",2 vagas,R$ 1216,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,333/m²",2025-09-27 14:13,Apartamento_Taguatinga_60_200000_302,SIM_0303
"R$ 504,268",3 quartos,3 banheiros,113 m²,"Apartamento em Guará, Brasília - DF - 304",1 vagas,R$ 4349,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,462/m²",2025-09-27 14:13,Apartamento_Guará_113_504268_303,SIM_0304
"R$ 734,871",3 quartos,3 banheiros,117 m²,"Apartamento em Sudoeste, Brasília - DF - 305",0 vagas,R$ 4485,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 6,280/m²",2025-09-27 14:13,Apartamento_Sudoeste_117_734871_304,SIM_0305
"R$ 493,612",2 quartos,1 banheiros,69 m²,"Apartamento em Asa Norte, Brasília - DF - 306",2 vagas,R$ 4091,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 7,153/m²",2025-09-27 14:13,Apartamento_Asa Norte_69_493612_305,SIM_0306
"R$ 400,000",1 quartos,1 banheiros,48 m²,"Studio em Asa Norte, Brasília - DF - 307",2 vagas,R$ 3879,Simulação Realística v2.0,studio,venda,Asa Norte,"R$ 8,333/m²",2025-09-27 14:13,Studio_Asa Norte_48_400000_306,SIM_0307
"R$ 618,633",2 quartos,1 banheiros,97 m²,"Apartamento em Águas Claras, Brasília - DF - 308",2 vagas,R$ 8350,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,377/m²",2025-09-27 14:13,Apartamento_Águas Claras_97_618633_307,SIM_0308
"R$ 800,000",4 quartos,3 banheiros,116 m²,"Cobertura em Águas Claras, Brasília - DF - 309",0 vagas,R$ 4465,Simulação Realística v2.0,cobertura,venda,Águas Claras,"R$ 6,896/m²",2025-09-27 14:13,Cobertura_Águas Claras_116_800000_308,SIM_0309
"R$ 526,805",3 quartos,3 banheiros,104 m²,"Apartamento em Sudoeste, Brasília - DF - 310",1 vagas,R$ 3308,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 5,065/m²",2025-09-27 14:13,Apartamento_Sudoeste_104_526805_309,SIM_0310
"R$ 273,698",2 quartos,2 banheiros,78 m²,"Apartamento em Taguatinga, Brasília - DF - 311",1 vagas,R$ 3812,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,508/m²",2025-09-27 14:13,Apartamento_Taguatinga_78_273698_310,SIM_0311
"R$ 284,173",3 quartos,3 banheiros,89 m²,"Flat em Guará, Brasília - DF - 312",2 vagas,R$ 3102,Simulação Realística v2.0,flat,venda,Guará,"R$ 3,192/m²",2025-09-27 14:13,Flat_Guará_89_284173_311,SIM_0312
"R$ 297,780",4 quartos,3 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 313",1 vagas,R$ 2440,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 2,977/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_297780_312,SIM_0313
"R$ 845,510",4 quartos,3 banheiros,112 m²,"Apartamento em Asa Norte, Brasília - DF - 314",1 vagas,R$ 6465,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 7,549/m²",2025-09-27 14:13,Apartamento_Asa Norte_112_845510_313,SIM_0314
"R$ 200,000",1 quartos,1 banheiros,56 m²,"Flat em Taguatinga, Brasília - DF - 315",3 vagas,R$ 2842,Simulação Realística v2.0,flat,venda,Taguatinga,"R$ 3,571/m²",2025-09-27 14:13,Flat_Taguatinga_56_200000_314,SIM_0315
"R$ 720,571",3 quartos,2 banheiros,101 m²,"Cobertura em Águas Claras, Brasília - DF - 316",2 vagas,R$ 3698,Simulação Realística v2.0,cobertura,venda,Águas Claras,"R$ 7,134/m²",2025-09-27 14:13,Cobertura_Águas Claras_101_720571_315,SIM_0316
"R$ 395,890",2 quartos,2 banheiros,86 m²,"Cobertura em Taguatinga, Brasília - DF - 317",1 vagas,R$ 3191,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 4,603/m²",2025-09-27 14:13,Cobertura_Taguatinga_86_395890_316,SIM_0317
"R$ 524,712",2 quartos,2 banheiros,88 m²,"Apartamento em Águas Claras, Brasília - DF - 318",2 vagas,R$ 6617,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,962/m²",2025-09-27 14:13,Apartamento_Águas Claras_88_524712_317,SIM_0318
"R$ 329,220",1 quartos,1 banheiros,72 m²,"Flat em Vicente Pires, Brasília - DF - 319",2 vagas,R$ 1933,Simulação Realística v2.0,flat,venda,Vicente Pires,"R$ 4,572/m²",2025-09-27 14:13,Flat_Vicente Pires_72_329220_318,SIM_0319
"R$ 356,511",2 quartos,2 banheiros,63 m²,"Apartamento em Águas Claras, Brasília - DF - 320",1 vagas,R$ 1888,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,658/m²",2025-09-27 14:13,Apartamento_Águas Claras_63_356511_319,SIM_0320
"R$ 629,645",3 quartos,2 banheiros,130 m²,"Apartamento em Vicente Pires, Brasília - DF - 321",1 vagas,R$ 6495,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,843/m²",2025-09-27 14:13,Apartamento_Vicente Pires_130_629645_320,SIM_0321
"R$ 211,703",2 quartos,1 banheiros,50 m²,"Cobertura em Ceilândia, Brasília - DF - 322",0 vagas,R$ 1887,Simulação Realística v2.0,cobertura,venda,Ceilândia,"R$ 4,234/m²",2025-09-27 14:13,Cobertura_Ceilândia_50_211703_321,SIM_0322
"R$ 300,000",1 quartos,1 banheiros,51 m²,"Apartamento em Águas Claras, Brasília - DF - 323",1 vagas,R$ 3486,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,882/m²",2025-09-27 14:13,Apartamento_Águas Claras_51_300000_322,SIM_0323
"R$ 587,430",3 quartos,3 banheiros,106 m²,"Apartamento em Sudoeste, Brasília - DF - 324",1 vagas,R$ 3974,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 5,541/m²",2025-09-27 14:13,Apartamento_Sudoeste_106_587430_323,SIM_0324
"R$ 458,376",3 quartos,3 banheiros,88 m²,"Apartamento em Asa Norte, Brasília - DF - 325",2 vagas,R$ 6517,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 5,208/m²",2025-09-27 14:13,Apartamento_Asa Norte_88_458376_324,SIM_0325
"R$ 1,067,984",4 quartos,3 banheiros,149 m²,"Apartamento em Asa Sul, Brasília - DF - 326",1 vagas,R$ 14388,Simulação Realística v2.0,apartamento,venda,Asa Sul,"R$ 7,167/m²",2025-09-27 14:13,Apartamento_Asa Sul_149_1067984_325,SIM_0326
"R$ 510,562",1 quartos,1 banheiros,63 m²,"Apartamento em Asa Norte, Brasília - DF - 327",2 vagas,R$ 7200,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 8,104/m²",2025-09-27 14:13,Apartamento_Asa Norte_63_510562_326,SIM_0327
"R$ 350,000",3 quartos,3 banheiros,84 m²,"Cobertura em Ceilândia, Brasília - DF - 328",2 vagas,R$ 5240,Simulação Realística v2.0,cobertura,venda,Ceilândia,"R$ 4,166/m²",2025-09-27 14:13,Cobertura_Ceilândia_84_350000_327,SIM_0328
"R$ 179,311",2 quartos,2 banheiros,57 m²,"Apartamento em Ceilândia, Brasília - DF - 329",3 vagas,R$ 2240,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,145/m²",2025-09-27 14:13,Apartamento_Ceilândia_57_179311_328,SIM_0329
"R$ 358,882",3 quartos,3 banheiros,89 m²,"Apartamento em Guará, Brasília - DF - 330",2 vagas,R$ 3222,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,032/m²",2025-09-27 14:13,Apartamento_Guará_89_358882_329,SIM_0330
"R$ 500,000",4 quartos,4 banheiros,116 m²,"Cobertura em Taguatinga, Brasília - DF - 331",1 vagas,R$ 4683,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 4,310/m²",2025-09-27 14:13,Cobertura_Taguatinga_116_500000_330,SIM_0331
"R$ 343,950",1 quartos,1 banheiros,69 m²,"Studio em Águas Claras, Brasília - DF - 332",1 vagas,R$ 3784,Simulação Realística v2.0,studio,venda,Águas Claras,"R$ 4,984/m²",2025-09-27 14:13,Studio_Águas Claras_69_343950_331,SIM_0332
"R$ 267,705",1 quartos,1 banheiros,60 m²,"Apartamento em Taguatinga, Brasília - DF - 333",2 vagas,R$ 1931,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,461/m²",2025-09-27 14:13,Apartamento_Taguatinga_60_267705_332,SIM_0333
"R$ 280,000",1 quartos,1 banheiros,60 m²,"Studio em Vicente Pires, Brasília - DF - 334",2 vagas,R$ 2719,Simulação Realística v2.0,studio,venda,Vicente Pires,"R$ 4,666/m²",2025-09-27 14:13,Studio_Vicente Pires_60_280000_333,SIM_0334
"R$ 465,228",3 quartos,2 banheiros,99 m²,"Apartamento em Taguatinga, Brasília - DF - 335",1 vagas,R$ 3760,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,699/m²",2025-09-27 14:13,Apartamento_Taguatinga_99_465228_334,SIM_0335
"R$ 268,961",1 quartos,1 banheiros,62 m²,"Flat em Taguatinga, Brasília - DF - 336",1 vagas,R$ 2874,Simulação Realística v2.0,flat,venda,Taguatinga,"R$ 4,338/m²",2025-09-27 14:13,Flat_Taguatinga_62_268961_335,SIM_0336
"R$ 350,238",2 quartos,2 banheiros,61 m²,"Apartamento em Águas Claras, Brasília - DF - 337",1 vagas,R$ 4429,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,741/m²",2025-09-27 14:13,Apartamento_Águas Claras_61_350238_336,SIM_0337
"R$ 817,331",3 quartos,2 banheiros,115 m²,"Apartamento em Sudoeste, Brasília - DF - 338",1 vagas,R$ 10003,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 7,107/m²",2025-09-27 14:13,Apartamento_Sudoeste_115_817331_337,SIM_0338
"R$ 645,889",4 quartos,4 banheiros,120 m²,"Apartamento em Asa Norte, Brasília - DF - 339",0 vagas,R$ 6568,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 5,382/m²",2025-09-27 14:13,Apartamento_Asa Norte_120_645889_338,SIM_0339
"R$ 267,994",3 quartos,3 banheiros,89 m²,"Apartamento em Ceilândia, Brasília - DF - 340",1 vagas,R$ 2548,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,011/m²",2025-09-27 14:13,Apartamento_Ceilândia_89_267994_339,SIM_0340
"R$ 388,872",2 quartos,2 banheiros,67 m²,"Apartamento em Águas Claras, Brasília - DF - 341",0 vagas,R$ 4275,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,804/m²",2025-09-27 14:13,Apartamento_Águas Claras_67_388872_340,SIM_0341
"R$ 381,633",2 quartos,2 banheiros,87 m²,"Cobertura em Taguatinga, Brasília - DF - 342",0 vagas,R$ 2348,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 4,386/m²",2025-09-27 14:13,Cobertura_Taguatinga_87_381633_341,SIM_0342
"R$ 412,460",3 quartos,2 banheiros,86 m²,"Apartamento em Taguatinga, Brasília - DF - 343",1 vagas,R$ 5879,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,796/m²",2025-09-27 14:13,Apartamento_Taguatinga_86_412460_342,SIM_0343
"R$ 892,887",4 quartos,4 banheiros,116 m²,"Cobertura em Asa Norte, Brasília - DF - 344",1 vagas,R$ 5314,Simulação Realística v2.0,cobertura,venda,Asa Norte,"R$ 7,697/m²",2025-09-27 14:13,Cobertura_Asa Norte_116_892887_343,SIM_0344
"R$ 331,687",2 quartos,1 banheiros,78 m²,"Apartamento em Guará, Brasília - DF - 345",2 vagas,R$ 4271,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,252/m²",2025-09-27 14:13,Apartamento_Guará_78_331687_344,SIM_0345
"R$ 468,004",2 quartos,1 banheiros,104 m²,"Apartamento em Vicente Pires, Brasília - DF - 346",1 vagas,R$ 4896,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,500/m²",2025-09-27 14:13,Apartamento_Vicente Pires_104_468004_345,SIM_0346
"R$ 471,891",3 quartos,3 banheiros,97 m²,"Apartamento em Taguatinga, Brasília - DF - 347",0 vagas,R$ 6835,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,864/m²",2025-09-27 14:13,Apartamento_Taguatinga_97_471891_346,SIM_0347
"R$ 417,443",2 quartos,1 banheiros,75 m²,"Apartamento em Asa Norte, Brasília - DF - 348",2 vagas,R$ 4481,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 5,565/m²",2025-09-27 14:13,Apartamento_Asa Norte_75_417443_347,SIM_0348
"R$ 537,195",2 quartos,2 banheiros,103 m²,"Apartamento em Vicente Pires, Brasília - DF - 349",2 vagas,R$ 4679,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,215/m²",2025-09-27 14:13,Apartamento_Vicente Pires_103_537195_348,SIM_0349
"R$ 686,490",3 quartos,3 banheiros,111 m²,"Apartamento em Vicente Pires, Brasília - DF - 350",2 vagas,R$ 10072,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 6,184/m²",2025-09-27 14:13,Apartamento_Vicente Pires_111_686490_349,SIM_0350
"R$ 356,054",2 quartos,1 banheiros,67 m²,"Apartamento em Águas Claras, Brasília - DF - 351",2 vagas,R$ 3648,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,314/m²",2025-09-27 14:13,Apartamento_Águas Claras_67_356054_350,SIM_0351
"R$ 350,000",4 quartos,4 banheiros,100 m²,"Cobertura em Ceilândia, Brasília - DF - 352",1 vagas,R$ 1891,Simulação Realística v2.0,cobertura,venda,Ceilândia,"R$ 3,500/m²",2025-09-27 14:13,Cobertura_Ceilândia_100_350000_351,SIM_0352
"R$ 275,537",2 quartos,2 banheiros,61 m²,"Apartamento em Guará, Brasília - DF - 353",2 vagas,R$ 2481,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,517/m²",2025-09-27 14:13,Apartamento_Guará_61_275537_352,SIM_0353
"R$ 331,797",3 quartos,2 banheiros,93 m²,"Apartamento em Taguatinga, Brasília - DF - 354",2 vagas,R$ 2054,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,567/m²",2025-09-27 14:13,Apartamento_Taguatinga_93_331797_353,SIM_0354
"R$ 416,382",2 quartos,2 banheiros,79 m²,"Apartamento em Guará, Brasília - DF - 355",2 vagas,R$ 5931,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 5,270/m²",2025-09-27 14:13,Apartamento_Guará_79_416382_354,SIM_0355
