preco,quartos,banheiros,area,endereco,vagas_garagem,condominio,fonte,tipo,transacao,regiao,preco_m2,data_coleta,id_unico,id_simulado,preco_numerico,area_numerica,quartos_numerico,banheiros_numerico,bairro,cidade,uf,preco_por_m2,area_por_quarto,razao_banheiro_quarto,categoria_preco,categoria_area
"R$ 344,267",2 quartos,2 banheiros,87 m²,"Apartamento em Ceilândia, Brasília - DF - 447",2 vagas,R$ 3401,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,957/m²",2025-09-27 14:13,Apartamento_Ceilândia_87_344267_446,SIM_0447,344267.0,87,2,2,Ceilândia,Brasília,DF,3957.0919540229884,43.5,1.0,Médio,Amplo
"R$ 474,355",1 quartos,1 banheiros,69 m²,"Studio em Asa Norte, Brasília - DF - 448",1 vagas,R$ 6841,Simulação Realística v2.0,studio,venda,Asa Norte,"R$ 6,874/m²",2025-09-27 14:13,Studio_Asa Norte_69_474355_447,SIM_0448,474355.0,69,1,1,Asa Norte,Brasília,DF,6874.710144927536,69.0,1.0,Médio,Médio
"R$ 441,216",1 quartos,1 banheiros,68 m²,"Apartamento em Águas Claras, Brasília - DF - 449",0 vagas,R$ 3884,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,488/m²",2025-09-27 14:13,Apartamento_Águas Claras_68_441216_448,SIM_0449,441216.0,68,1,1,Águas Claras,Brasília,DF,6488.470588235294,68.0,1.0,Médio,Médio
"R$ 400,000",1 quartos,1 banheiros,45 m²,"Apartamento em Asa Norte, Brasília - DF - 450",2 vagas,R$ 4833,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 8,888/m²",2025-09-27 14:13,Apartamento_Asa Norte_45_400000_449,SIM_0450,400000.0,45,1,1,Asa Norte,Brasília,DF,8888.888888888889,45.0,1.0,Médio,Compacto
"R$ 504,808",3 quartos,2 banheiros,111 m²,"Apartamento em Águas Claras, Brasília - DF - 451",2 vagas,R$ 4352,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,547/m²",2025-09-27 14:13,Apartamento_Águas Claras_111_504808_450,SIM_0451,504808.0,111,3,2,Águas Claras,Brasília,DF,4547.81981981982,37.0,0.6666666666666666,Alto,Amplo
"R$ 430,488",1 quartos,1 banheiros,68 m²,"Apartamento em Águas Claras, Brasília - DF - 452",1 vagas,R$ 5672,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,330/m²",2025-09-27 14:13,Apartamento_Águas Claras_68_430488_451,SIM_0452,430488.0,68,1,1,Águas Claras,Brasília,DF,6330.705882352941,68.0,1.0,Médio,Médio
"R$ 429,621",3 quartos,3 banheiros,90 m²,"Apartamento em Sudoeste, Brasília - DF - 453",2 vagas,R$ 3799,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 4,773/m²",2025-09-27 14:13,Apartamento_Sudoeste_90_429621_452,SIM_0453,429621.0,90,3,3,Sudoeste,Brasília,DF,4773.566666666667,30.0,1.0,Médio,Amplo
"R$ 462,733",1 quartos,1 banheiros,62 m²,"Studio em Asa Sul, Brasília - DF - 454",2 vagas,R$ 2917,Simulação Realística v2.0,studio,venda,Asa Sul,"R$ 7,463/m²",2025-09-27 14:13,Studio_Asa Sul_62_462733_453,SIM_0454,462733.0,62,1,1,Asa Sul,Brasília,DF,7463.435483870968,62.0,1.0,Médio,Médio
"R$ 519,126",3 quartos,3 banheiros,119 m²,"Apartamento em Vicente Pires, Brasília - DF - 455",1 vagas,R$ 3713,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,362/m²",2025-09-27 14:13,Apartamento_Vicente Pires_119_519126_454,SIM_0455,519126.0,119,3,3,Vicente Pires,Brasília,DF,4362.403361344538,39.666666666666664,1.0,Alto,Amplo
"R$ 341,171",4 quartos,4 banheiros,100 m²,"Cobertura em Ceilândia, Brasília - DF - 456",2 vagas,R$ 3363,Simulação Realística v2.0,cobertura,venda,Ceilândia,"R$ 3,411/m²",2025-09-27 14:13,Cobertura_Ceilândia_100_341171_455,SIM_0456,341171.0,100,4,4,Ceilândia,Brasília,DF,3411.71,25.0,1.0,Médio,Amplo
"R$ 316,754",2 quartos,1 banheiros,70 m²,"Apartamento em Taguatinga, Brasília - DF - 457",2 vagas,R$ 1764,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,525/m²",2025-09-27 14:13,Apartamento_Taguatinga_70_316754_456,SIM_0457,316754.0,70,2,1,Taguatinga,Brasília,DF,4525.057142857143,35.0,0.5,Médio,Médio
"R$ 334,289",3 quartos,3 banheiros,89 m²,"Apartamento em Taguatinga, Brasília - DF - 458",0 vagas,R$ 1741,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,756/m²",2025-09-27 14:13,Apartamento_Taguatinga_89_334289_457,SIM_0458,334289.0,89,3,3,Taguatinga,Brasília,DF,3756.0561797752807,29.666666666666668,1.0,Médio,Amplo
"R$ 677,197",3 quartos,3 banheiros,114 m²,"Apartamento em Vicente Pires, Brasília - DF - 459",2 vagas,R$ 9560,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,940/m²",2025-09-27 14:13,Apartamento_Vicente Pires_114_677197_458,SIM_0459,677197.0,114,3,3,Vicente Pires,Brasília,DF,5940.324561403509,38.0,1.0,Alto,Amplo
"R$ 774,117",3 quartos,3 banheiros,117 m²,"Apartamento em Asa Norte, Brasília - DF - 460",1 vagas,R$ 7092,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 6,616/m²",2025-09-27 14:13,Apartamento_Asa Norte_117_774117_459,SIM_0460,774117.0,117,3,3,Asa Norte,Brasília,DF,6616.384615384615,39.0,1.0,Alto,Amplo
"R$ 513,998",3 quartos,3 banheiros,118 m²,"Apartamento em Águas Claras, Brasília - DF - 461",3 vagas,R$ 7054,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,355/m²",2025-09-27 14:13,Apartamento_Águas Claras_118_513998_460,SIM_0461,513998.0,118,3,3,Águas Claras,Brasília,DF,4355.9152542372885,39.333333333333336,1.0,Alto,Amplo
"R$ 600,000",4 quartos,3 banheiros,130 m²,"Cobertura em Guará, Brasília - DF - 462",2 vagas,R$ 5796,Simulação Realística v2.0,cobertura,venda,Guará,"R$ 4,615/m²",2025-09-27 14:13,Cobertura_Guará_130_600000_461,SIM_0462,600000.0,130,4,3,Guará,Brasília,DF,4615.384615384615,32.5,0.75,Alto,Extra Grande
"R$ 299,604",3 quartos,3 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 463",0 vagas,R$ 1961,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 2,996/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_299604_462,SIM_0463,299604.0,100,3,3,Ceilândia,Brasília,DF,2996.04,33.333333333333336,1.0,Econômico,Amplo
"R$ 573,742",2 quartos,1 banheiros,80 m²,"Apartamento em Asa Sul, Brasília - DF - 464",2 vagas,R$ 3983,Simulação Realística v2.0,apartamento,venda,Asa Sul,"R$ 7,171/m²",2025-09-27 14:13,Apartamento_Asa Sul_80_573742_463,SIM_0464,573742.0,80,2,1,Asa Sul,Brasília,DF,7171.775,40.0,0.5,Alto,Médio
"R$ 449,158",2 quartos,2 banheiros,97 m²,"Apartamento em Vicente Pires, Brasília - DF - 465",3 vagas,R$ 5661,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,630/m²",2025-09-27 14:13,Apartamento_Vicente Pires_97_449158_464,SIM_0465,449158.0,97,2,2,Vicente Pires,Brasília,DF,4630.494845360825,48.5,1.0,Médio,Amplo
"R$ 199,169",1 quartos,1 banheiros,59 m²,"Studio em Ceilândia, Brasília - DF - 466",1 vagas,R$ 1584,Simulação Realística v2.0,studio,venda,Ceilândia,"R$ 3,375/m²",2025-09-27 14:13,Studio_Ceilândia_59_199169_465,SIM_0466,199169.0,59,1,1,Ceilândia,Brasília,DF,3375.7457627118642,59.0,1.0,Econômico,Compacto
"R$ 600,000",3 quartos,3 banheiros,123 m²,"Apartamento em Guará, Brasília - DF - 467",2 vagas,R$ 8493,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,878/m²",2025-09-27 14:13,Apartamento_Guará_123_600000_466,SIM_0467,600000.0,123,3,3,Guará,Brasília,DF,4878.048780487805,41.0,1.0,Alto,Extra Grande
"R$ 816,531",4 quartos,3 banheiros,134 m²,"Cobertura em Sudoeste, Brasília - DF - 468",3 vagas,R$ 10930,Simulação Realística v2.0,cobertura,venda,Sudoeste,"R$ 6,093/m²",2025-09-27 14:13,Cobertura_Sudoeste_134_816531_467,SIM_0468,816531.0,134,4,3,Sudoeste,Brasília,DF,6093.514925373134,33.5,0.75,Premium,Extra Grande
"R$ 261,708",3 quartos,3 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 469",1 vagas,R$ 1878,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 2,617/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_261708_468,SIM_0469,261708.0,100,3,3,Ceilândia,Brasília,DF,2617.08,33.333333333333336,1.0,Econômico,Amplo
"R$ 450,000",1 quartos,1 banheiros,50 m²,"Apartamento em Asa Sul, Brasília - DF - 470",1 vagas,R$ 2725,Simulação Realística v2.0,apartamento,venda,Asa Sul,"R$ 9,000/m²",2025-09-27 14:13,Apartamento_Asa Sul_50_450000_469,SIM_0470,450000.0,50,1,1,Asa Sul,Brasília,DF,9000.0,50.0,1.0,Médio,Compacto
"R$ 350,000",3 quartos,2 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 471",0 vagas,R$ 4864,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,500/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_350000_470,SIM_0471,350000.0,100,3,2,Ceilândia,Brasília,DF,3500.0,33.333333333333336,0.6666666666666666,Médio,Amplo
"R$ 781,294",4 quartos,3 banheiros,123 m²,"Duplex em Águas Claras, Brasília - DF - 472",1 vagas,R$ 8866,Simulação Realística v2.0,duplex,venda,Águas Claras,"R$ 6,351/m²",2025-09-27 14:13,Duplex_Águas Claras_123_781294_471,SIM_0472,781294.0,123,4,3,Águas Claras,Brasília,DF,6351.983739837398,30.75,0.75,Alto,Extra Grande
"R$ 400,000",2 quartos,2 banheiros,66 m²,"Apartamento em Asa Norte, Brasília - DF - 473",1 vagas,R$ 2466,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 6,060/m²",2025-09-27 14:13,Apartamento_Asa Norte_66_400000_472,SIM_0473,400000.0,66,2,2,Asa Norte,Brasília,DF,6060.606060606061,33.0,1.0,Médio,Médio
"R$ 253,827",1 quartos,1 banheiros,51 m²,"Apartamento em Guará, Brasília - DF - 474",2 vagas,R$ 1986,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,977/m²",2025-09-27 14:13,Apartamento_Guará_51_253827_473,SIM_0474,253827.0,51,1,1,Guará,Brasília,DF,4977.0,51.0,1.0,Econômico,Compacto
"R$ 200,000",1 quartos,1 banheiros,49 m²,"Flat em Taguatinga, Brasília - DF - 475",1 vagas,R$ 1047,Simulação Realística v2.0,flat,venda,Taguatinga,"R$ 4,081/m²",2025-09-27 14:13,Flat_Taguatinga_49_200000_474,SIM_0475,200000.0,49,1,1,Taguatinga,Brasília,DF,4081.6326530612246,49.0,1.0,Econômico,Compacto
"R$ 273,314",2 quartos,2 banheiros,69 m²,"Apartamento em Ceilândia, Brasília - DF - 476",0 vagas,R$ 1410,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,961/m²",2025-09-27 14:13,Apartamento_Ceilândia_69_273314_475,SIM_0476,273314.0,69,2,2,Ceilândia,Brasília,DF,3961.072463768116,34.5,1.0,Econômico,Médio
"R$ 280,000",1 quartos,1 banheiros,70 m²,"Flat em Vicente Pires, Brasília - DF - 477",2 vagas,R$ 2411,Simulação Realística v2.0,flat,venda,Vicente Pires,"R$ 4,000/m²",2025-09-27 14:13,Flat_Vicente Pires_70_280000_476,SIM_0477,280000.0,70,1,1,Vicente Pires,Brasília,DF,4000.0,70.0,1.0,Econômico,Médio
"R$ 562,540",3 quartos,3 banheiros,115 m²,"Apartamento em Vicente Pires, Brasília - DF - 478",2 vagas,R$ 4621,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,891/m²",2025-09-27 14:13,Apartamento_Vicente Pires_115_562540_477,SIM_0478,562540.0,115,3,3,Vicente Pires,Brasília,DF,4891.652173913043,38.333333333333336,1.0,Alto,Amplo
"R$ 400,000",1 quartos,1 banheiros,45 m²,"Flat em Asa Norte, Brasília - DF - 479",0 vagas,R$ 5008,Simulação Realística v2.0,flat,venda,Asa Norte,"R$ 8,888/m²",2025-09-27 14:13,Flat_Asa Norte_45_400000_478,SIM_0479,400000.0,45,1,1,Asa Norte,Brasília,DF,8888.888888888889,45.0,1.0,Médio,Compacto
"R$ 800,000",4 quartos,4 banheiros,135 m²,"Apartamento em Águas Claras, Brasília - DF - 480",1 vagas,R$ 10975,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,925/m²",2025-09-27 14:13,Apartamento_Águas Claras_135_800000_479,SIM_0480,800000.0,135,4,4,Águas Claras,Brasília,DF,5925.925925925926,33.75,1.0,Alto,Extra Grande
"R$ 386,877",3 quartos,2 banheiros,94 m²,"Apartamento em Guará, Brasília - DF - 481",2 vagas,R$ 2587,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,115/m²",2025-09-27 14:13,Apartamento_Guará_94_386877_480,SIM_0481,386877.0,94,3,2,Guará,Brasília,DF,4115.712765957447,31.333333333333332,0.6666666666666666,Médio,Amplo
"R$ 623,134",2 quartos,1 banheiros,109 m²,"Apartamento em Vicente Pires, Brasília - DF - 482",2 vagas,R$ 6239,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,716/m²",2025-09-27 14:13,Apartamento_Vicente Pires_109_623134_481,SIM_0482,623134.0,109,2,1,Vicente Pires,Brasília,DF,5716.825688073394,54.5,0.5,Alto,Amplo
"R$ 583,294",2 quartos,1 banheiros,80 m²,"Apartamento em Asa Norte, Brasília - DF - 483",2 vagas,R$ 3671,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 7,291/m²",2025-09-27 14:13,Apartamento_Asa Norte_80_583294_482,SIM_0483,583294.0,80,2,1,Asa Norte,Brasília,DF,7291.175,40.0,0.5,Alto,Médio
"R$ 837,659",3 quartos,3 banheiros,102 m²,"Cobertura em Asa Sul, Brasília - DF - 484",2 vagas,R$ 5648,Simulação Realística v2.0,cobertura,venda,Asa Sul,"R$ 8,212/m²",2025-09-27 14:13,Cobertura_Asa Sul_102_837659_483,SIM_0484,837659.0,102,3,3,Asa Sul,Brasília,DF,8212.343137254902,34.0,1.0,Premium,Amplo
"R$ 245,039",3 quartos,2 banheiros,83 m²,"Apartamento em Ceilândia, Brasília - DF - 485",1 vagas,R$ 2917,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 2,952/m²",2025-09-27 14:13,Apartamento_Ceilândia_83_245039_484,SIM_0485,245039.0,83,3,2,Ceilândia,Brasília,DF,2952.277108433735,27.666666666666668,0.6666666666666666,Econômico,Amplo
"R$ 166,537",2 quartos,2 banheiros,66 m²,"Flat em Ceilândia, Brasília - DF - 486",2 vagas,R$ 2388,Simulação Realística v2.0,flat,venda,Ceilândia,"R$ 2,523/m²",2025-09-27 14:13,Flat_Ceilândia_66_166537_485,SIM_0486,166537.0,66,2,2,Ceilândia,Brasília,DF,2523.287878787879,33.0,1.0,Econômico,Médio
"R$ 392,421",2 quartos,2 banheiros,59 m²,"Apartamento em Sudoeste, Brasília - DF - 487",2 vagas,R$ 2364,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 6,651/m²",2025-09-27 14:13,Apartamento_Sudoeste_59_392421_486,SIM_0487,392421.0,59,2,2,Sudoeste,Brasília,DF,6651.203389830508,29.5,1.0,Médio,Compacto
"R$ 484,514",4 quartos,3 banheiros,130 m²,"Apartamento em Guará, Brasília - DF - 488",1 vagas,R$ 4936,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 3,727/m²",2025-09-27 14:13,Apartamento_Guará_130_484514_487,SIM_0488,484514.0,130,4,3,Guará,Brasília,DF,3727.0307692307692,32.5,0.75,Médio,Extra Grande
"R$ 425,714",2 quartos,2 banheiros,85 m²,"Apartamento em Águas Claras, Brasília - DF - 489",1 vagas,R$ 3832,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,008/m²",2025-09-27 14:13,Apartamento_Águas Claras_85_425714_488,SIM_0489,425714.0,85,2,2,Águas Claras,Brasília,DF,5008.4,42.5,1.0,Médio,Amplo
"R$ 300,000",1 quartos,1 banheiros,52 m²,"Apartamento em Águas Claras, Brasília - DF - 490",2 vagas,R$ 4178,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,769/m²",2025-09-27 14:13,Apartamento_Águas Claras_52_300000_489,SIM_0490,300000.0,52,1,1,Águas Claras,Brasília,DF,5769.2307692307695,52.0,1.0,Econômico,Compacto
"R$ 800,000",3 quartos,3 banheiros,118 m²,"Duplex em Águas Claras, Brasília - DF - 491",2 vagas,R$ 4193,Simulação Realística v2.0,duplex,venda,Águas Claras,"R$ 6,779/m²",2025-09-27 14:13,Duplex_Águas Claras_118_800000_490,SIM_0491,800000.0,118,3,3,Águas Claras,Brasília,DF,6779.661016949152,39.333333333333336,1.0,Alto,Amplo
"R$ 204,278",2 quartos,1 banheiros,76 m²,"Flat em Ceilândia, Brasília - DF - 492",0 vagas,R$ 2704,Simulação Realística v2.0,flat,venda,Ceilândia,"R$ 2,687/m²",2025-09-27 14:13,Flat_Ceilândia_76_204278_491,SIM_0492,204278.0,76,2,1,Ceilândia,Brasília,DF,2687.8684210526317,38.0,0.5,Econômico,Médio
"R$ 569,339",2 quartos,1 banheiros,101 m²,"Apartamento em Vicente Pires, Brasília - DF - 493",1 vagas,R$ 5866,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,637/m²",2025-09-27 14:13,Apartamento_Vicente Pires_101_569339_492,SIM_0493,569339.0,101,2,1,Vicente Pires,Brasília,DF,5637.019801980198,50.5,0.5,Alto,Amplo
"R$ 359,770",1 quartos,1 banheiros,66 m²,"Apartamento em Vicente Pires, Brasília - DF - 494",1 vagas,R$ 2710,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,451/m²",2025-09-27 14:13,Apartamento_Vicente Pires_66_359770_493,SIM_0494,359770.0,66,1,1,Vicente Pires,Brasília,DF,5451.060606060606,66.0,1.0,Médio,Médio
"R$ 375,805",1 quartos,1 banheiros,62 m²,"Apartamento em Águas Claras, Brasília - DF - 495",2 vagas,R$ 2789,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,061/m²",2025-09-27 14:13,Apartamento_Águas Claras_62_375805_494,SIM_0495,375805.0,62,1,1,Águas Claras,Brasília,DF,6061.370967741936,62.0,1.0,Médio,Médio
"R$ 581,551",2 quartos,2 banheiros,89 m²,"Apartamento em Sudoeste, Brasília - DF - 496",2 vagas,R$ 6427,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 6,534/m²",2025-09-27 14:13,Apartamento_Sudoeste_89_581551_495,SIM_0496,581551.0,89,2,2,Sudoeste,Brasília,DF,6534.2808988764045,44.5,1.0,Alto,Amplo
"R$ 150,000",1 quartos,1 banheiros,40 m²,"Studio em Ceilândia, Brasília - DF - 497",1 vagas,R$ 1498,Simulação Realística v2.0,studio,venda,Ceilândia,"R$ 3,750/m²",2025-09-27 14:13,Studio_Ceilândia_40_150000_496,SIM_0497,150000.0,40,1,1,Ceilândia,Brasília,DF,3750.0,40.0,1.0,Econômico,Compacto
"R$ 500,000",4 quartos,4 banheiros,111 m²,"Cobertura em Taguatinga, Brasília - DF - 498",1 vagas,R$ 5793,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 4,504/m²",2025-09-27 14:13,Cobertura_Taguatinga_111_500000_497,SIM_0498,500000.0,111,4,4,Taguatinga,Brasília,DF,4504.504504504504,27.75,1.0,Médio,Amplo
"R$ 659,337",4 quartos,4 banheiros,117 m²,"Apartamento em Sudoeste, Brasília - DF - 499",1 vagas,R$ 8806,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 5,635/m²",2025-09-27 14:13,Apartamento_Sudoeste_117_659337_498,SIM_0499,659337.0,117,4,4,Sudoeste,Brasília,DF,5635.358974358975,29.25,1.0,Alto,Amplo
"R$ 424,748",1 quartos,1 banheiros,66 m²,"Apartamento em Águas Claras, Brasília - DF - 500",3 vagas,R$ 5917,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,435/m²",2025-09-27 14:13,Apartamento_Águas Claras_66_424748_499,SIM_0500,424748.0,66,1,1,Águas Claras,Brasília,DF,6435.575757575758,66.0,1.0,Médio,Médio
"R$ 611,166",3 quartos,3 banheiros,130 m²,"Apartamento em Vicente Pires, Brasília - DF - 501",1 vagas,R$ 4230,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,701/m²",2025-09-27 14:13,Apartamento_Vicente Pires_130_611166_500,SIM_0501,611166.0,130,3,3,Vicente Pires,Brasília,DF,4701.276923076923,43.333333333333336,1.0,Alto,Extra Grande
"R$ 346,602",2 quartos,1 banheiros,80 m²,"Duplex em Taguatinga, Brasília - DF - 502",2 vagas,R$ 2761,Simulação Realística v2.0,duplex,venda,Taguatinga,"R$ 4,332/m²",2025-09-27 14:13,Duplex_Taguatinga_80_346602_501,SIM_0502,346602.0,80,2,1,Taguatinga,Brasília,DF,4332.525,40.0,0.5,Médio,Médio
"R$ 500,000",4 quartos,3 banheiros,120 m²,"Cobertura em Taguatinga, Brasília - DF - 503",2 vagas,R$ 2692,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 4,166/m²",2025-09-27 14:13,Cobertura_Taguatinga_120_500000_502,SIM_0503,500000.0,120,4,3,Taguatinga,Brasília,DF,4166.666666666667,30.0,0.75,Médio,Amplo
"R$ 354,647",2 quartos,2 banheiros,72 m²,"Apartamento em Sudoeste, Brasília - DF - 504",2 vagas,R$ 3718,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 4,925/m²",2025-09-27 14:13,Apartamento_Sudoeste_72_354647_503,SIM_0504,354647.0,72,2,2,Sudoeste,Brasília,DF,4925.652777777777,36.0,1.0,Médio,Médio
"R$ 501,254",3 quartos,2 banheiros,122 m²,"Apartamento em Vicente Pires, Brasília - DF - 505",2 vagas,R$ 4956,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,108/m²",2025-09-27 14:13,Apartamento_Vicente Pires_122_501254_504,SIM_0505,501254.0,122,3,2,Vicente Pires,Brasília,DF,4108.639344262295,40.666666666666664,0.6666666666666666,Alto,Extra Grande
"R$ 415,387",2 quartos,1 banheiros,81 m²,"Apartamento em Águas Claras, Brasília - DF - 506",2 vagas,R$ 2203,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,128/m²",2025-09-27 14:13,Apartamento_Águas Claras_81_415387_505,SIM_0506,415387.0,81,2,1,Águas Claras,Brasília,DF,5128.234567901234,40.5,0.5,Médio,Amplo
"R$ 450,000",1 quartos,1 banheiros,50 m²,"Flat em Asa Sul, Brasília - DF - 507",2 vagas,R$ 6201,Simulação Realística v2.0,flat,venda,Asa Sul,"R$ 9,000/m²",2025-09-27 14:13,Flat_Asa Sul_50_450000_506,SIM_0507,450000.0,50,1,1,Asa Sul,Brasília,DF,9000.0,50.0,1.0,Médio,Compacto
"R$ 651,893",3 quartos,3 banheiros,106 m²,"Apartamento em Vicente Pires, Brasília - DF - 508",2 vagas,R$ 9096,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 6,149/m²",2025-09-27 14:13,Apartamento_Vicente Pires_106_651893_507,SIM_0508,651893.0,106,3,3,Vicente Pires,Brasília,DF,6149.933962264151,35.333333333333336,1.0,Alto,Amplo
"R$ 400,000",1 quartos,1 banheiros,45 m²,"Flat em Asa Norte, Brasília - DF - 509",2 vagas,R$ 4164,Simulação Realística v2.0,flat,venda,Asa Norte,"R$ 8,888/m²",2025-09-27 14:13,Flat_Asa Norte_45_400000_508,SIM_0509,400000.0,45,1,1,Asa Norte,Brasília,DF,8888.888888888889,45.0,1.0,Médio,Compacto
"R$ 150,000",1 quartos,1 banheiros,40 m²,"Apartamento em Ceilândia, Brasília - DF - 510",2 vagas,R$ 1963,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,750/m²",2025-09-27 14:13,Apartamento_Ceilândia_40_150000_509,SIM_0510,150000.0,40,1,1,Ceilândia,Brasília,DF,3750.0,40.0,1.0,Econômico,Compacto
"R$ 200,000",1 quartos,1 banheiros,45 m²,"Studio em Taguatinga, Brasília - DF - 511",1 vagas,R$ 1154,Simulação Realística v2.0,studio,venda,Taguatinga,"R$ 4,444/m²",2025-09-27 14:13,Studio_Taguatinga_45_200000_510,SIM_0511,200000.0,45,1,1,Taguatinga,Brasília,DF,4444.444444444444,45.0,1.0,Econômico,Compacto
"R$ 394,269",3 quartos,2 banheiros,88 m²,"Apartamento em Guará, Brasília - DF - 512",2 vagas,R$ 4951,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,480/m²",2025-09-27 14:13,Apartamento_Guará_88_394269_511,SIM_0512,394269.0,88,3,2,Guará,Brasília,DF,4480.329545454545,29.333333333333332,0.6666666666666666,Médio,Amplo
"R$ 405,140",3 quartos,2 banheiros,84 m²,"Apartamento em Sudoeste, Brasília - DF - 513",1 vagas,R$ 2892,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 4,823/m²",2025-09-27 14:13,Apartamento_Sudoeste_84_405140_512,SIM_0513,405140.0,84,3,2,Sudoeste,Brasília,DF,4823.0952380952385,28.0,0.6666666666666666,Médio,Amplo
"R$ 465,359",2 quartos,2 banheiros,86 m²,"Apartamento em Sudoeste, Brasília - DF - 514",1 vagas,R$ 3024,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 5,411/m²",2025-09-27 14:13,Apartamento_Sudoeste_86_465359_513,SIM_0514,465359.0,86,2,2,Sudoeste,Brasília,DF,5411.1511627906975,43.0,1.0,Médio,Amplo
"R$ 400,000",1 quartos,1 banheiros,45 m²,"Studio em Asa Norte, Brasília - DF - 515",3 vagas,R$ 4250,Simulação Realística v2.0,studio,venda,Asa Norte,"R$ 8,888/m²",2025-09-27 14:13,Studio_Asa Norte_45_400000_514,SIM_0515,400000.0,45,1,1,Asa Norte,Brasília,DF,8888.888888888889,45.0,1.0,Médio,Compacto
"R$ 439,116",3 quartos,2 banheiros,103 m²,"Apartamento em Águas Claras, Brasília - DF - 516",3 vagas,R$ 5615,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,263/m²",2025-09-27 14:13,Apartamento_Águas Claras_103_439116_515,SIM_0516,439116.0,103,3,2,Águas Claras,Brasília,DF,4263.26213592233,34.333333333333336,0.6666666666666666,Médio,Amplo
"R$ 468,730",3 quartos,3 banheiros,86 m²,"Apartamento em Sudoeste, Brasília - DF - 517",2 vagas,R$ 4132,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 5,450/m²",2025-09-27 14:13,Apartamento_Sudoeste_86_468730_516,SIM_0517,468730.0,86,3,3,Sudoeste,Brasília,DF,5450.3488372093025,28.666666666666668,1.0,Médio,Amplo
